Locus,Total_Depth,Average_Depth_sample,Depth_for_NA07415
X:31284963,16,16.00,16
X:31284964,16,16.00,16
X:31284965,16,16.00,16
X:31284966,16,16.00,16
X:31284967,16,16.00,16
X:31284968,16,16.00,16
X:31284969,16,16.00,16
X:31284970,16,16.00,16
X:31284971,16,16.00,16
X:31284972,16,16.00,16
X:31284973,16,16.00,16
X:31284974,14,14.00,14
X:31284975,13,13.00,13
X:31284976,13,13.00,13
X:31284977,11,11.00,11
X:31284978,11,11.00,11
X:31284979,11,11.00,11
X:31284980,11,11.00,11
X:31284981,11,11.00,11
X:31284982,11,11.00,11
X:31284983,11,11.00,11
X:31284984,11,11.00,11
X:31284985,11,11.00,11
X:31284986,11,11.00,11
X:31284987,11,11.00,11
X:31284988,11,11.00,11
X:31284989,11,11.00,11
X:31284990,11,11.00,11
X:31284991,11,11.00,11
X:31284992,11,11.00,11
X:31284993,11,11.00,11
X:31284994,11,11.00,11
X:31284995,11,11.00,11
X:31284996,11,11.00,11
X:31284997,11,11.00,11
X:31284998,11,11.00,11
X:31284999,11,11.00,11
X:31285000,11,11.00,11
X:31285001,11,11.00,11
X:31285002,11,11.00,11
X:31285003,11,11.00,11
X:31285004,11,11.00,11
X:31285005,11,11.00,11
X:31285006,11,11.00,11
X:31285007,11,11.00,11
X:31285008,11,11.00,11
X:31285009,11,11.00,11
X:31285010,10,10.00,10
X:31285011,10,10.00,10
X:31285012,10,10.00,10
X:31285013,10,10.00,10
X:31285014,10,10.00,10
X:31285015,10,10.00,10
X:31285016,10,10.00,10
X:31285017,10,10.00,10
X:31285018,10,10.00,10
X:31285019,10,10.00,10
X:31285020,10,10.00,10
X:31285021,10,10.00,10
X:31285022,10,10.00,10
X:31285023,10,10.00,10
X:31285024,10,10.00,10
X:31341714,17,17.00,17
X:31341715,17,17.00,17
X:31341716,18,18.00,18
X:31341717,16,16.00,16
X:31341718,15,15.00,15
X:31341719,15,15.00,15
X:31341720,15,15.00,15
X:31341721,15,15.00,15
X:31341722,15,15.00,15
X:31341723,15,15.00,15
X:31341724,15,15.00,15
X:31341725,14,14.00,14
X:31341726,13,13.00,13
X:31341727,13,13.00,13
X:31341728,13,13.00,13
X:31341729,13,13.00,13
X:31341730,13,13.00,13
X:31341731,13,13.00,13
X:31341732,13,13.00,13
X:31341733,13,13.00,13
X:31341734,13,13.00,13
X:31341735,13,13.00,13
X:31341736,13,13.00,13
X:31341737,13,13.00,13
X:31341738,13,13.00,13
X:31341739,13,13.00,13
X:31341740,13,13.00,13
X:31341741,13,13.00,13
X:31341742,13,13.00,13
X:31341743,12,12.00,12
X:31341744,12,12.00,12
X:31341745,12,12.00,12
X:31341746,12,12.00,12
X:31341747,12,12.00,12
X:31341748,12,12.00,12
X:31341749,12,12.00,12
X:31341750,12,12.00,12
X:31341751,12,12.00,12
X:31341752,12,12.00,12
X:31341753,12,12.00,12
X:31341754,12,12.00,12
X:31341755,12,12.00,12
X:31341756,12,12.00,12
X:31341757,12,12.00,12
X:31341758,11,11.00,11
X:31341759,11,11.00,11
X:31341760,11,11.00,11
X:31341761,11,11.00,11
X:31341762,11,11.00,11
X:31341763,11,11.00,11
X:31341764,11,11.00,11
X:31341765,11,11.00,11
X:31341766,11,11.00,11
X:31341767,11,11.00,11
X:31341768,11,11.00,11
X:31341769,12,12.00,12
X:31341770,12,12.00,12
X:31341771,13,13.00,13
X:31341772,13,13.00,13
X:31341773,14,14.00,14
X:31341774,14,14.00,14
X:31341775,14,14.00,14
X:31366672,16,16.00,16
X:31366673,15,15.00,15
X:31366674,16,16.00,16
X:31366675,16,16.00,16
X:31366676,18,18.00,18
X:31366677,17,17.00,17
X:31366678,16,16.00,16
X:31366679,16,16.00,16
X:31366680,18,18.00,18
X:31366681,20,20.00,20
X:31366682,21,21.00,21
X:31366683,21,21.00,21
X:31366684,21,21.00,21
X:31366685,22,22.00,22
X:31366686,22,22.00,22
X:31366687,22,22.00,22
X:31366688,22,22.00,22
X:31366689,22,22.00,22
X:31366690,23,23.00,23
X:31366691,23,23.00,23
X:31366692,23,23.00,23
X:31366693,23,23.00,23
X:31366694,23,23.00,23
X:31366695,23,23.00,23
X:31366696,23,23.00,23
X:31366697,23,23.00,23
X:31366698,23,23.00,23
X:31366699,25,25.00,25
X:31366700,24,24.00,24
X:31366701,24,24.00,24
X:31366702,24,24.00,24
X:31366703,24,24.00,24
X:31366704,24,24.00,24
X:31366705,24,24.00,24
X:31366706,24,24.00,24
X:31366707,24,24.00,24
X:31366708,25,25.00,25
X:31366709,25,25.00,25
X:31366710,25,25.00,25
X:31366711,25,25.00,25
X:31366712,25,25.00,25
X:31366713,26,26.00,26
X:31366714,26,26.00,26
X:31366715,24,24.00,24
X:31366716,24,24.00,24
X:31366717,24,24.00,24
X:31366718,24,24.00,24
X:31366719,24,24.00,24
X:31366720,24,24.00,24
X:31366721,24,24.00,24
X:31366722,24,24.00,24
X:31366723,23,23.00,23
X:31366724,23,23.00,23
X:31366725,23,23.00,23
X:31366726,23,23.00,23
X:31366727,23,23.00,23
X:31366728,24,24.00,24
X:31366729,24,24.00,24
X:31366730,25,25.00,25
X:31366731,25,25.00,25
X:31366732,25,25.00,25
X:31366733,25,25.00,25
X:31366734,25,25.00,25
X:31366735,25,25.00,25
X:31366736,26,26.00,26
X:31366737,26,26.00,26
X:31366738,26,26.00,26
X:31366739,26,26.00,26
X:31366740,26,26.00,26
X:31366741,24,24.00,24
X:31366742,24,24.00,24
X:31366743,23,23.00,23
X:31366744,23,23.00,23
X:31366745,23,23.00,23
X:31366746,23,23.00,23
X:31366747,23,23.00,23
X:31366748,23,23.00,23
X:31366749,23,23.00,23
X:31366750,23,23.00,23
X:31366751,23,23.00,23
X:31462597,11,11.00,11
X:31462598,11,11.00,11
X:31462599,11,11.00,11
X:31462600,11,11.00,11
X:31462601,11,11.00,11
X:31462602,11,11.00,11
X:31462603,11,11.00,11
X:31462604,11,11.00,11
X:31462605,11,11.00,11
X:31462606,11,11.00,11
X:31462607,11,11.00,11
X:31462608,11,11.00,11
X:31462609,11,11.00,11
X:31462610,12,12.00,12
X:31462611,13,13.00,13
X:31462612,13,13.00,13
X:31462613,13,13.00,13
X:31462614,13,13.00,13
X:31462615,14,14.00,14
X:31462616,14,14.00,14
X:31462617,13,13.00,13
X:31462618,13,13.00,13
X:31462619,13,13.00,13
X:31462620,13,13.00,13
X:31462621,15,15.00,15
X:31462622,15,15.00,15
X:31462623,15,15.00,15
X:31462624,15,15.00,15
X:31462625,16,16.00,16
X:31462626,16,16.00,16
X:31462627,17,17.00,17
X:31462628,17,17.00,17
X:31462629,18,18.00,18
X:31462630,19,19.00,19
X:31462631,19,19.00,19
X:31462632,19,19.00,19
X:31462633,19,19.00,19
X:31462634,18,18.00,18
X:31462635,18,18.00,18
X:31462636,18,18.00,18
X:31462637,18,18.00,18
X:31462638,19,19.00,19
X:31462639,19,19.00,19
X:31462640,19,19.00,19
X:31462641,21,21.00,21
X:31462642,21,21.00,21
X:31462643,21,21.00,21
X:31462644,21,21.00,21
X:31462645,21,21.00,21
X:31462646,21,21.00,21
X:31462647,21,21.00,21
X:31462648,21,21.00,21
X:31462649,21,21.00,21
X:31462650,21,21.00,21
X:31462651,21,21.00,21
X:31462652,21,21.00,21
X:31462653,21,21.00,21
X:31462654,21,21.00,21
X:31462655,21,21.00,21
X:31462656,21,21.00,21
X:31462657,21,21.00,21
X:31462658,22,22.00,22
X:31462659,21,21.00,21
X:31462660,21,21.00,21
X:31462661,22,22.00,22
X:31462662,22,22.00,22
X:31462663,23,23.00,23
X:31462664,23,23.00,23
X:31462665,25,25.00,25
X:31462666,25,25.00,25
X:31462667,26,26.00,26
X:31462668,26,26.00,26
X:31462669,26,26.00,26
X:31462670,26,26.00,26
X:31462671,26,26.00,26
X:31462672,26,26.00,26
X:31462673,27,27.00,27
X:31462674,27,27.00,27
X:31462675,27,27.00,27
X:31462676,26,26.00,26
X:31462677,26,26.00,26
X:31462678,26,26.00,26
X:31462679,29,29.00,29
X:31462680,28,28.00,28
X:31462681,29,29.00,29
X:31462682,29,29.00,29
X:31462683,29,29.00,29
X:31462684,29,29.00,29
X:31462685,28,28.00,28
X:31462686,28,28.00,28
X:31462687,26,26.00,26
X:31462688,26,26.00,26
X:31462689,26,26.00,26
X:31462690,26,26.00,26
X:31462691,26,26.00,26
X:31462692,26,26.00,26
X:31462693,24,24.00,24
X:31462694,24,24.00,24
X:31462695,24,24.00,24
X:31462696,24,24.00,24
X:31462697,24,24.00,24
X:31462698,23,23.00,23
X:31462699,23,23.00,23
X:31462700,23,23.00,23
X:31462701,23,23.00,23
X:31462702,23,23.00,23
X:31462703,23,23.00,23
X:31462704,23,23.00,23
X:31462705,23,23.00,23
X:31462706,23,23.00,23
X:31462707,23,23.00,23
X:31462708,23,23.00,23
X:31462709,23,23.00,23
X:31462710,23,23.00,23
X:31462711,23,23.00,23
X:31462712,24,24.00,24
X:31462713,25,25.00,25
X:31462714,25,25.00,25
X:31462715,25,25.00,25
X:31462716,25,25.00,25
X:31462717,25,25.00,25
X:31462718,25,25.00,25
X:31462719,25,25.00,25
X:31462720,25,25.00,25
X:31462721,25,25.00,25
X:31462722,25,25.00,25
X:31462723,25,25.00,25
X:31462724,25,25.00,25
X:31462725,25,25.00,25
X:31462726,25,25.00,25
X:31462727,24,24.00,24
X:31462728,24,24.00,24
X:31462729,24,24.00,24
X:31462730,24,24.00,24
X:31462731,24,24.00,24
X:31462732,25,25.00,25
X:31462733,24,24.00,24
X:31462734,24,24.00,24
X:31462735,24,24.00,24
X:31462736,24,24.00,24
X:31462737,24,24.00,24
X:31462738,24,24.00,24
X:31462739,24,24.00,24
X:31462740,24,24.00,24
X:31462741,24,24.00,24
X:31462742,24,24.00,24
X:31462743,24,24.00,24
X:31462744,24,24.00,24
X:31496222,13,13.00,13
X:31496223,13,13.00,13
X:31496224,13,13.00,13
X:31496225,13,13.00,13
X:31496226,13,13.00,13
X:31496227,13,13.00,13
X:31496228,13,13.00,13
X:31496229,13,13.00,13
X:31496230,13,13.00,13
X:31496231,13,13.00,13
X:31496232,13,13.00,13
X:31496233,13,13.00,13
X:31496234,14,14.00,14
X:31496235,14,14.00,14
X:31496236,14,14.00,14
X:31496237,14,14.00,14
X:31496238,14,14.00,14
X:31496239,14,14.00,14
X:31496240,14,14.00,14
X:31496241,14,14.00,14
X:31496242,14,14.00,14
X:31496243,14,14.00,14
X:31496244,14,14.00,14
X:31496245,14,14.00,14
X:31496246,14,14.00,14
X:31496247,14,14.00,14
X:31496248,13,13.00,13
X:31496249,13,13.00,13
X:31496250,12,12.00,12
X:31496251,12,12.00,12
X:31496252,12,12.00,12
X:31496253,13,13.00,13
X:31496254,13,13.00,13
X:31496255,12,12.00,12
X:31496256,12,12.00,12
X:31496257,11,11.00,11
X:31496258,11,11.00,11
X:31496259,11,11.00,11
X:31496260,11,11.00,11
X:31496261,11,11.00,11
X:31496262,11,11.00,11
X:31496263,11,11.00,11
X:31496264,11,11.00,11
X:31496265,11,11.00,11
X:31496266,11,11.00,11
X:31496267,11,11.00,11
X:31496268,11,11.00,11
X:31496269,11,11.00,11
X:31496270,10,10.00,10
X:31496271,10,10.00,10
X:31496272,10,10.00,10
X:31496273,10,10.00,10
X:31496274,11,11.00,11
X:31496275,11,11.00,11
X:31496276,11,11.00,11
X:31496277,11,11.00,11
X:31496278,11,11.00,11
X:31496279,10,10.00,10
X:31496280,10,10.00,10
X:31496281,10,10.00,10
X:31496282,10,10.00,10
X:31496283,10,10.00,10
X:31496284,10,10.00,10
X:31496285,10,10.00,10
X:31496286,10,10.00,10
X:31496287,10,10.00,10
X:31496288,10,10.00,10
X:31496289,10,10.00,10
X:31496290,10,10.00,10
X:31496291,11,11.00,11
X:31496292,11,11.00,11
X:31496293,11,11.00,11
X:31496294,11,11.00,11
X:31496295,11,11.00,11
X:31496296,11,11.00,11
X:31496297,11,11.00,11
X:31496298,11,11.00,11
X:31496299,11,11.00,11
X:31496300,11,11.00,11
X:31496301,11,11.00,11
X:31496302,10,10.00,10
X:31496303,10,10.00,10
X:31496304,10,10.00,10
X:31496305,10,10.00,10
X:31496306,10,10.00,10
X:31496307,9,9.00,9
X:31496308,9,9.00,9
X:31496309,9,9.00,9
X:31496310,9,9.00,9
X:31496311,9,9.00,9
X:31496312,9,9.00,9
X:31496313,8,8.00,8
X:31496314,8,8.00,8
X:31496315,8,8.00,8
X:31496316,8,8.00,8
X:31496317,8,8.00,8
X:31496318,7,7.00,7
X:31496319,7,7.00,7
X:31496320,7,7.00,7
X:31496321,7,7.00,7
X:31496322,7,7.00,7
X:31496323,7,7.00,7
X:31496324,7,7.00,7
X:31496325,7,7.00,7
X:31496326,7,7.00,7
X:31496327,7,7.00,7
X:31496328,7,7.00,7
X:31496329,7,7.00,7
X:31496330,7,7.00,7
X:31496331,7,7.00,7
X:31496332,8,8.00,8
X:31496333,9,9.00,9
X:31496334,9,9.00,9
X:31496335,10,10.00,10
X:31496336,10,10.00,10
X:31496337,10,10.00,10
X:31496338,10,10.00,10
X:31496339,9,9.00,9
X:31496340,9,9.00,9
X:31496341,9,9.00,9
X:31496342,10,10.00,10
X:31496343,10,10.00,10
X:31496344,10,10.00,10
X:31496345,10,10.00,10
X:31496346,10,10.00,10
X:31496347,10,10.00,10
X:31496348,10,10.00,10
X:31496349,10,10.00,10
X:31496350,10,10.00,10
X:31496351,10,10.00,10
X:31496352,10,10.00,10
X:31496353,10,10.00,10
X:31496354,10,10.00,10
X:31496355,10,10.00,10
X:31496356,10,10.00,10
X:31496357,9,9.00,9
X:31496358,9,9.00,9
X:31496359,9,9.00,9
X:31496360,9,9.00,9
X:31496361,9,9.00,9
X:31496362,9,9.00,9
X:31496363,9,9.00,9
X:31496364,9,9.00,9
X:31496365,9,9.00,9
X:31496366,9,9.00,9
X:31496367,8,8.00,8
X:31496368,8,8.00,8
X:31496369,8,8.00,8
X:31496370,8,8.00,8
X:31496371,8,8.00,8
X:31496372,8,8.00,8
X:31496373,9,9.00,9
X:31496374,9,9.00,9
X:31496375,9,9.00,9
X:31496376,9,9.00,9
X:31496377,9,9.00,9
X:31496378,9,9.00,9
X:31496379,9,9.00,9
X:31496380,9,9.00,9
X:31496381,9,9.00,9
X:31496382,9,9.00,9
X:31496383,9,9.00,9
X:31496384,9,9.00,9
X:31496385,8,8.00,8
X:31496386,8,8.00,8
X:31496387,8,8.00,8
X:31496388,8,8.00,8
X:31496389,8,8.00,8
X:31496390,8,8.00,8
X:31496391,8,8.00,8
X:31496392,8,8.00,8
X:31496393,8,8.00,8
X:31496394,8,8.00,8
X:31496395,8,8.00,8
X:31496396,8,8.00,8
X:31496397,8,8.00,8
X:31496398,8,8.00,8
X:31496399,8,8.00,8
X:31496400,8,8.00,8
X:31496401,8,8.00,8
X:31496402,8,8.00,8
X:31496403,8,8.00,8
X:31496404,7,7.00,7
X:31496405,7,7.00,7
X:31496406,7,7.00,7
X:31496407,7,7.00,7
X:31496408,7,7.00,7
X:31496409,7,7.00,7
X:31496410,7,7.00,7
X:31496411,7,7.00,7
X:31496412,7,7.00,7
X:31496413,7,7.00,7
X:31496414,7,7.00,7
X:31496415,7,7.00,7
X:31496416,7,7.00,7
X:31496417,7,7.00,7
X:31496418,7,7.00,7
X:31496419,7,7.00,7
X:31496420,7,7.00,7
X:31496421,7,7.00,7
X:31496422,7,7.00,7
X:31496423,7,7.00,7
X:31496424,7,7.00,7
X:31496425,6,6.00,6
X:31496426,6,6.00,6
X:31496427,6,6.00,6
X:31496428,6,6.00,6
X:31496429,5,5.00,5
X:31496430,5,5.00,5
X:31496431,5,5.00,5
X:31496432,8,8.00,8
X:31496433,8,8.00,8
X:31496434,8,8.00,8
X:31496435,8,8.00,8
X:31496436,8,8.00,8
X:31496437,8,8.00,8
X:31496438,8,8.00,8
X:31496439,8,8.00,8
X:31496440,8,8.00,8
X:31496441,8,8.00,8
X:31496442,7,7.00,7
X:31496443,7,7.00,7
X:31496444,7,7.00,7
X:31496445,7,7.00,7
X:31496446,7,7.00,7
X:31496447,7,7.00,7
X:31496448,7,7.00,7
X:31496449,7,7.00,7
X:31496450,7,7.00,7
X:31496451,7,7.00,7
X:31496452,7,7.00,7
X:31496453,7,7.00,7
X:31496454,7,7.00,7
X:31496455,7,7.00,7
X:31496456,7,7.00,7
X:31496457,7,7.00,7
X:31496458,7,7.00,7
X:31496459,7,7.00,7
X:31496460,7,7.00,7
X:31496461,7,7.00,7
X:31496462,7,7.00,7
X:31496463,7,7.00,7
X:31496464,7,7.00,7
X:31496465,7,7.00,7
X:31496466,7,7.00,7
X:31496467,7,7.00,7
X:31496468,8,8.00,8
X:31496469,8,8.00,8
X:31496470,8,8.00,8
X:31496471,8,8.00,8
X:31496472,8,8.00,8
X:31496473,8,8.00,8
X:31496474,9,9.00,9
X:31496475,11,11.00,11
X:31496476,11,11.00,11
X:31496477,11,11.00,11
X:31496478,11,11.00,11
X:31496479,11,11.00,11
X:31496480,11,11.00,11
X:31496481,11,11.00,11
X:31496482,11,11.00,11
X:31496483,10,10.00,10
X:31496484,9,9.00,9
X:31496485,9,9.00,9
X:31496486,9,9.00,9
X:31496487,9,9.00,9
X:31496488,9,9.00,9
X:31496489,10,10.00,10
X:31496490,10,10.00,10
X:31496491,10,10.00,10
X:31497099,9,9.00,9
X:31497100,9,9.00,9
X:31497101,9,9.00,9
X:31497102,9,9.00,9
X:31497103,9,9.00,9
X:31497104,9,9.00,9
X:31497105,9,9.00,9
X:31497106,9,9.00,9
X:31497107,9,9.00,9
X:31497108,9,9.00,9
X:31497109,9,9.00,9
X:31497110,8,8.00,8
X:31497111,8,8.00,8
X:31497112,8,8.00,8
X:31497113,8,8.00,8
X:31497114,8,8.00,8
X:31497115,8,8.00,8
X:31497116,8,8.00,8
X:31497117,7,7.00,7
X:31497118,7,7.00,7
X:31497119,7,7.00,7
X:31497120,7,7.00,7
X:31497121,7,7.00,7
X:31497122,7,7.00,7
X:31497123,7,7.00,7
X:31497124,7,7.00,7
X:31497125,7,7.00,7
X:31497126,7,7.00,7
X:31497127,7,7.00,7
X:31497128,5,5.00,5
X:31497129,5,5.00,5
X:31497130,5,5.00,5
X:31497131,5,5.00,5
X:31497132,5,5.00,5
X:31497133,5,5.00,5
X:31497134,5,5.00,5
X:31497135,5,5.00,5
X:31497136,5,5.00,5
X:31497137,5,5.00,5
X:31497138,7,7.00,7
X:31497139,7,7.00,7
X:31497140,7,7.00,7
X:31497141,6,6.00,6
X:31497142,5,5.00,5
X:31497143,4,4.00,4
X:31497144,4,4.00,4
X:31497145,4,4.00,4
X:31497146,4,4.00,4
X:31497147,4,4.00,4
X:31497148,4,4.00,4
X:31497149,4,4.00,4
X:31497150,4,4.00,4
X:31497151,4,4.00,4
X:31497152,4,4.00,4
X:31497153,4,4.00,4
X:31497154,4,4.00,4
X:31497155,4,4.00,4
X:31497156,4,4.00,4
X:31497157,4,4.00,4
X:31497158,4,4.00,4
X:31497159,4,4.00,4
X:31497160,4,4.00,4
X:31497161,4,4.00,4
X:31497162,4,4.00,4
X:31497163,4,4.00,4
X:31497164,4,4.00,4
X:31497165,4,4.00,4
X:31497166,4,4.00,4
X:31497167,4,4.00,4
X:31497168,4,4.00,4
X:31497169,4,4.00,4
X:31497170,4,4.00,4
X:31497171,4,4.00,4
X:31497172,4,4.00,4
X:31497173,4,4.00,4
X:31497174,4,4.00,4
X:31497175,4,4.00,4
X:31497176,4,4.00,4
X:31497177,4,4.00,4
X:31497178,4,4.00,4
X:31497179,4,4.00,4
X:31497180,4,4.00,4
X:31497181,4,4.00,4
X:31497182,4,4.00,4
X:31497183,4,4.00,4
X:31497184,4,4.00,4
X:31497185,4,4.00,4
X:31497186,4,4.00,4
X:31497187,4,4.00,4
X:31497188,4,4.00,4
X:31497189,4,4.00,4
X:31497190,4,4.00,4
X:31497191,4,4.00,4
X:31497192,4,4.00,4
X:31497193,4,4.00,4
X:31497194,4,4.00,4
X:31497195,4,4.00,4
X:31497196,4,4.00,4
X:31497197,4,4.00,4
X:31497198,4,4.00,4
X:31497199,4,4.00,4
X:31497200,4,4.00,4
X:31497201,4,4.00,4
X:31497202,3,3.00,3
X:31497203,3,3.00,3
X:31497204,3,3.00,3
X:31497205,3,3.00,3
X:31497206,3,3.00,3
X:31497207,3,3.00,3
X:31497208,3,3.00,3
X:31497209,3,3.00,3
X:31497210,3,3.00,3
X:31497211,3,3.00,3
X:31497212,3,3.00,3
X:31497213,3,3.00,3
X:31497214,3,3.00,3
X:31497215,3,3.00,3
X:31497216,3,3.00,3
X:31497217,3,3.00,3
X:31497218,3,3.00,3
X:31497219,2,2.00,2
X:31497220,2,2.00,2
X:31514904,7,7.00,7
X:31514905,7,7.00,7
X:31514906,7,7.00,7
X:31514907,7,7.00,7
X:31514908,7,7.00,7
X:31514909,7,7.00,7
X:31514910,8,8.00,8
X:31514911,8,8.00,8
X:31514912,8,8.00,8
X:31514913,8,8.00,8
X:31514914,8,8.00,8
X:31514915,8,8.00,8
X:31514916,9,9.00,9
X:31514917,9,9.00,9
X:31514918,9,9.00,9
X:31514919,9,9.00,9
X:31514920,10,10.00,10
X:31514921,10,10.00,10
X:31514922,10,10.00,10
X:31514923,13,13.00,13
X:31514924,13,13.00,13
X:31514925,13,13.00,13
X:31514926,13,13.00,13
X:31514927,13,13.00,13
X:31514928,12,12.00,12
X:31514929,12,12.00,12
X:31514930,12,12.00,12
X:31514931,12,12.00,12
X:31514932,12,12.00,12
X:31514933,12,12.00,12
X:31514934,12,12.00,12
X:31514935,12,12.00,12
X:31514936,12,12.00,12
X:31514937,13,13.00,13
X:31514938,13,13.00,13
X:31514939,14,14.00,14
X:31514940,14,14.00,14
X:31514941,14,14.00,14
X:31514942,14,14.00,14
X:31514943,13,13.00,13
X:31514944,13,13.00,13
X:31514945,13,13.00,13
X:31514946,13,13.00,13
X:31514947,14,14.00,14
X:31514948,14,14.00,14
X:31514949,14,14.00,14
X:31514950,14,14.00,14
X:31514951,14,14.00,14
X:31514952,14,14.00,14
X:31514953,14,14.00,14
X:31514954,13,13.00,13
X:31514955,13,13.00,13
X:31514956,13,13.00,13
X:31514957,13,13.00,13
X:31514958,14,14.00,14
X:31514959,14,14.00,14
X:31514960,14,14.00,14
X:31514961,14,14.00,14
X:31514962,14,14.00,14
X:31514963,14,14.00,14
X:31514964,14,14.00,14
X:31514965,14,14.00,14
X:31514966,15,15.00,15
X:31514967,15,15.00,15
X:31514968,15,15.00,15
X:31514969,15,15.00,15
X:31514970,15,15.00,15
X:31514971,15,15.00,15
X:31514972,15,15.00,15
X:31514973,16,16.00,16
X:31514974,16,16.00,16
X:31514975,16,16.00,16
X:31514976,16,16.00,16
X:31514977,17,17.00,17
X:31514978,17,17.00,17
X:31514979,17,17.00,17
X:31514980,17,17.00,17
X:31514981,17,17.00,17
X:31514982,17,17.00,17
X:31514983,17,17.00,17
X:31514984,17,17.00,17
X:31514985,17,17.00,17
X:31514986,17,17.00,17
X:31514987,17,17.00,17
X:31514988,17,17.00,17
X:31514989,17,17.00,17
X:31514990,17,17.00,17
X:31514991,17,17.00,17
X:31514992,17,17.00,17
X:31514993,17,17.00,17
X:31514994,17,17.00,17
X:31514995,17,17.00,17
X:31514996,17,17.00,17
X:31514997,17,17.00,17
X:31514998,17,17.00,17
X:31514999,18,18.00,18
X:31515000,18,18.00,18
X:31515001,18,18.00,18
X:31515002,18,18.00,18
X:31515003,18,18.00,18
X:31515004,18,18.00,18
X:31515005,18,18.00,18
X:31515006,18,18.00,18
X:31515007,18,18.00,18
X:31515008,18,18.00,18
X:31515009,18,18.00,18
X:31515010,19,19.00,19
X:31515011,19,19.00,19
X:31515012,19,19.00,19
X:31515013,19,19.00,19
X:31515014,19,19.00,19
X:31515015,19,19.00,19
X:31515016,19,19.00,19
X:31515017,18,18.00,18
X:31515018,18,18.00,18
X:31515019,18,18.00,18
X:31515020,18,18.00,18
X:31515021,18,18.00,18
X:31515022,18,18.00,18
X:31515023,18,18.00,18
X:31515024,18,18.00,18
X:31515025,18,18.00,18
X:31515026,18,18.00,18
X:31515027,18,18.00,18
X:31515028,18,18.00,18
X:31515029,18,18.00,18
X:31515030,19,19.00,19
X:31515031,19,19.00,19
X:31515032,19,19.00,19
X:31515033,19,19.00,19
X:31515034,19,19.00,19
X:31515035,19,19.00,19
X:31515036,19,19.00,19
X:31515037,21,21.00,21
X:31515038,21,21.00,21
X:31515039,21,21.00,21
X:31515040,21,21.00,21
X:31515041,22,22.00,22
X:31515042,22,22.00,22
X:31515043,22,22.00,22
X:31515044,22,22.00,22
X:31515045,22,22.00,22
X:31515046,22,22.00,22
X:31515047,22,22.00,22
X:31515048,22,22.00,22
X:31515049,22,22.00,22
X:31515050,22,22.00,22
X:31515051,21,21.00,21
X:31515052,21,21.00,21
X:31515053,21,21.00,21
X:31515054,20,20.00,20
X:31515055,20,20.00,20
X:31515056,20,20.00,20
X:31515057,20,20.00,20
X:31515058,20,20.00,20
X:31515059,20,20.00,20
X:31515060,20,20.00,20
X:31515061,19,19.00,19
X:31525397,6,6.00,6
X:31525398,6,6.00,6
X:31525399,6,6.00,6
X:31525400,5,5.00,5
X:31525401,5,5.00,5
X:31525402,5,5.00,5
X:31525403,5,5.00,5
X:31525404,5,5.00,5
X:31525405,5,5.00,5
X:31525406,5,5.00,5
X:31525407,5,5.00,5
X:31525408,5,5.00,5
X:31525409,5,5.00,5
X:31525410,5,5.00,5
X:31525411,5,5.00,5
X:31525412,6,6.00,6
X:31525413,6,6.00,6
X:31525414,6,6.00,6
X:31525415,6,6.00,6
X:31525416,6,6.00,6
X:31525417,6,6.00,6
X:31525418,6,6.00,6
X:31525419,6,6.00,6
X:31525420,6,6.00,6
X:31525421,5,5.00,5
X:31525422,5,5.00,5
X:31525423,5,5.00,5
X:31525424,6,6.00,6
X:31525425,6,6.00,6
X:31525426,7,7.00,7
X:31525427,7,7.00,7
X:31525428,7,7.00,7
X:31525429,7,7.00,7
X:31525430,7,7.00,7
X:31525431,8,8.00,8
X:31525432,8,8.00,8
X:31525433,8,8.00,8
X:31525434,9,9.00,9
X:31525435,10,10.00,10
X:31525436,10,10.00,10
X:31525437,10,10.00,10
X:31525438,10,10.00,10
X:31525439,10,10.00,10
X:31525440,10,10.00,10
X:31525441,10,10.00,10
X:31525442,10,10.00,10
X:31525443,10,10.00,10
X:31525444,10,10.00,10
X:31525445,10,10.00,10
X:31525446,10,10.00,10
X:31525447,10,10.00,10
X:31525448,10,10.00,10
X:31525449,10,10.00,10
X:31525450,10,10.00,10
X:31525451,10,10.00,10
X:31525452,10,10.00,10
X:31525453,10,10.00,10
X:31525454,10,10.00,10
X:31525455,10,10.00,10
X:31525456,10,10.00,10
X:31525457,10,10.00,10
X:31525458,10,10.00,10
X:31525459,10,10.00,10
X:31525460,10,10.00,10
X:31525461,10,10.00,10
X:31525462,10,10.00,10
X:31525463,10,10.00,10
X:31525464,10,10.00,10
X:31525465,10,10.00,10
X:31525466,10,10.00,10
X:31525467,10,10.00,10
X:31525468,10,10.00,10
X:31525469,10,10.00,10
X:31525470,10,10.00,10
X:31525471,10,10.00,10
X:31525472,10,10.00,10
X:31525473,10,10.00,10
X:31525474,11,11.00,11
X:31525475,11,11.00,11
X:31525476,12,12.00,12
X:31525477,12,12.00,12
X:31525478,13,13.00,13
X:31525479,12,12.00,12
X:31525480,12,12.00,12
X:31525481,12,12.00,12
X:31525482,12,12.00,12
X:31525483,12,12.00,12
X:31525484,11,11.00,11
X:31525485,11,11.00,11
X:31525486,11,11.00,11
X:31525487,11,11.00,11
X:31525488,11,11.00,11
X:31525489,11,11.00,11
X:31525490,10,10.00,10
X:31525491,10,10.00,10
